2.985870054425154851e+00,3.026855554383052649e+00,3.010506262095727692e+00,1.401797924733083926e-03,2.973436197565049177e+00,3.013237219178348969e+00,2.248913353774275019e-03,3.042785508101702785e+00,2.918153648929817212e+00,2.977638881779536728e+00,2.965507746198948968e+00,3.029427194525871947e+00,2.977505189530810892e+00,2.986717642632013447e+00,2.999085482156265137e+00,8.141832433490776150e-03,2.958109772894114364e+00,3.004292392671633838e+00,2.952018730351646525e+00,4.598632734110151832e-01
3.064946700551747227e+00,2.986074662075970831e+00,3.020265639241247246e+00,1.512005059623457289e-03,3.061742798983769553e+00,2.958568603988012580e+00,2.177714204709280642e-03,3.029517284575343083e+00,2.936415365881071882e+00,3.062949269560111265e+00,2.982573330280875457e+00,3.052678012788309303e+00,3.021593767837312594e+00,3.010729492287820719e+00,2.999769458212576012e+00,7.113591370281610766e-03,3.047403647107905122e+00,2.994803972259227010e+00,2.934677162316372545e+00,5.550841223624423115e-01
3.034142494549238123e+00,3.024213133566013845e+00,3.071201689229678955e+00,2.423603952079554386e-03,3.012140158845985738e+00,3.034850219966754636e+00,3.578847166007654255e-03,3.052794860545542832e+00,3.011800085334888966e+00,3.007733518934889272e+00,3.013389058343437288e+00,2.987774186488890482e+00,2.970835691651699584e+00,2.988319923668808276e+00,3.046586873387214123e+00,9.854579885830518776e-03,3.013656678422516499e+00,2.997038457889306340e+00,3.028599313550133676e+00,1.072829065398686499e+00
2.921735487132614661e+00,2.972590191779440172e+00,2.976051426422894775e+00,2.540470247083614821e-03,2.907647690429191467e+00,3.056442577316897946e+00,3.169259888153571746e-03,2.958719605791475971e+00,3.031875042503534790e+00,3.020787487874569521e+00,2.986387327109925494e+00,3.055010119916364619e+00,2.995242424623989486e+00,2.987016152152673687e+00,2.938625963539986508e+00,1.958312659335248451e-02,2.977829377244793019e+00,2.924939350294887941e+00,2.995615565366652522e+00,5.113978849888222156e-01
2.983689122611345557e+00,3.023215882474053817e+00,3.086509727667216652e+00,1.625699450521132967e-03,2.966124116243482156e+00,2.993442152311540649e+00,2.111325238760808267e-03,3.039296423363166966e+00,3.005572356183924043e+00,2.992022640039003090e+00,3.064791563933231711e+00,2.957848188574930592e+00,3.047028619082646994e+00,3.047328706219980976e+00,3.027881553394093928e+00,8.600168876811774277e-03,3.001600390663519136e+00,3.015804996359650492e+00,2.973755044988159124e+00,3.878391037802166319e-01
3.018272732702218519e+00,3.010781911454650572e+00,3.020252340686941928e+00,1.562486290259303872e-03,3.009944311044922660e+00,3.038184095606030422e+00,2.353116502343623011e-03,2.986440853001977480e+00,2.972922868332165347e+00,3.025230191803193858e+00,3.017137330917663451e+00,3.001276513260410006e+00,3.016440969487856005e+00,2.984155513620994071e+00,3.000736679338888546e+00,8.712460206764806661e-03,3.010954673267657977e+00,2.957011086334618177e+00,3.014261356052167606e+00,4.773351270669337065e-01
2.949566498549919036e+00,3.013738860516395057e+00,2.979679374750137555e+00,1.386567246964637550e-03,3.038406118733255390e+00,2.994477116930286176e+00,2.312600014834968916e-03,3.006085880983808245e+00,2.941769118508354541e+00,2.979387568814829024e+00,2.996196366561663993e+00,2.986518296307355325e+00,2.993783130851525254e+00,3.039029117328329033e+00,3.019937446338877063e+00,7.592972191810246421e-03,2.941201885088565504e+00,3.022945660175712312e+00,3.004863007176035605e+00,7.111721039046956516e-01
2.961914049075788924e+00,3.020175581088314853e+00,3.003280772340979787e+00,1.885730321741869216e-03,3.003367395573806942e+00,2.983714078543347803e+00,2.680071086423404039e-03,3.040019553290716381e+00,3.002718168824446199e+00,2.993709091374114895e+00,2.977239779962600252e+00,2.987444419653087824e+00,3.039955399714105777e+00,3.017877093300468605e+00,2.980577393906769679e+00,8.401637283234075076e-03,3.045281096888781125e+00,2.974808805532177747e+00,3.000881515988945480e+00,4.985388956802715987e-01
2.975094118398641463e+00,2.972227046342014400e+00,2.982673079376457093e+00,1.501438437689097327e-03,3.009579995187226853e+00,2.963135166586579938e+00,2.201767124675299038e-03,2.980449796161186882e+00,3.053893672849440577e+00,2.969005629203925078e+00,3.030945263148279611e+00,2.994465928015126455e+00,3.002495690288745411e+00,3.018444398800298689e+00,2.957815946304853227e+00,7.704921861320933839e-03,3.024663239481542032e+00,2.947099642815226517e+00,2.973847323456689562e+00,4.316605883906911023e-01
3.019842761431872358e+00,2.984767421165107404e+00,3.024330510023427454e+00,2.219887597367305610e-03,3.026656119147304924e+00,2.983680531811561565e+00,2.997592759439901468e-03,2.976617428513369745e+00,2.995068850897929291e+00,3.024673605953086319e+00,2.977594624372234211e+00,2.932018753088033947e+00,2.968143910107075900e+00,3.026707026695911296e+00,2.979796505999185108e+00,9.965783190352330012e-03,2.959459801281149272e+00,3.073524861741486536e+00,3.002879314057262938e+00,7.948274887676228806e-01
2.985268306895585422e+00,3.009228156081735772e+00,2.989452041096190893e+00,1.672315193456325351e-03,3.027991944256686274e+00,2.992367723411927471e+00,2.365512499548838663e-03,2.960829290447569928e+00,3.056185860436807733e+00,3.007075723887339791e+00,2.967440786535374464e+00,3.013173169641835791e+00,3.009187327675487467e+00,3.015966501637884267e+00,3.005151111168992362e+00,7.378948093367155778e-03,2.958834721616416807e+00,2.996827041479118492e+00,3.004674537662422651e+00,5.175777426614012189e-01
2.950190167895417215e+00,2.999726928038483731e+00,3.055554937687306793e+00,1.903951170770511094e-03,2.991383295776637752e+00,2.983312163557941599e+00,2.898184940167956771e-03,2.977121128945766415e+00,2.993934701676088661e+00,2.968225336212360510e+00,3.024226692775203951e+00,2.993919185306757047e+00,3.043518691074113214e+00,2.930086190468392804e+00,2.977630746695340669e+00,8.438045981591500710e-03,3.020083710822285994e+00,2.962606982175935322e+00,3.037401556055554508e+00,6.439243913934227237e-01
2.999492040378173296e+00,2.978183871449740838e+00,2.972296961606905707e+00,1.550666979231003382e-03,3.022599646402024387e+00,2.984436524242991329e+00,2.213048916449963672e-03,2.958611149028399723e+00,2.988898314829041336e+00,3.001823295213808862e+00,2.983446435348437120e+00,2.935718661533195384e+00,2.981864713740237427e+00,3.005739988556503040e+00,2.938248473543364270e+00,7.417917306177355605e-03,3.023383194793145989e+00,2.997040550847041018e+00,3.034498945015186244e+00,5.354789159127975040e-01
3.013043948118573567e+00,2.945483489478780914e+00,2.952606521605968481e+00,1.848254242999401546e-03,2.988385608914275071e+00,2.966032824990373129e+00,2.402208905391463485e-03,2.991953246087449614e+00,3.018458698263617901e+00,3.043956459813376814e+00,3.033117760141391006e+00,3.038744950619347129e+00,3.020620780634850622e+00,3.032263876664638591e+00,3.027597766240136323e+00,7.942329067134280482e-03,2.968932206901419235e+00,3.057694796950011007e+00,2.947378200673668402e+00,8.229197959285474706e-01
3.096132697457481875e+00,3.064981488337794602e+00,2.949385415768432050e+00,1.346878153424451883e-03,3.003833419937183891e+00,3.035676633385463230e+00,1.913936028470532985e-03,2.967736796123458642e+00,3.018084057405166387e+00,3.038912577745943810e+00,3.011419682405106713e+00,2.954395855807939508e+00,3.038214930432347138e+00,3.026144874115897387e+00,2.917033490223438719e+00,7.470586300175493383e-03,2.992312913586182344e+00,3.038785312859128229e+00,3.070143663502504339e+00,4.089819036238929173e-01
3.005054619197538468e+00,2.973966380362724315e+00,2.976576394232494760e+00,1.927162151782806868e-03,3.019748949361580781e+00,2.987734084401433510e+00,2.973324612120984822e-03,2.978246268583393253e+00,3.018579230159581073e+00,3.016959255711908927e+00,2.999467484076784096e+00,3.043095160057282200e+00,3.008234350079656672e+00,2.996156761420923242e+00,3.022255921273074186e+00,8.931929723178473612e-03,3.035027397674138427e+00,3.014251137986443396e+00,2.991003717325878331e+00,7.224049974405190033e-01
2.994929182297538350e+00,3.028959210782344424e+00,2.991008924636990418e+00,1.676199982967348538e-03,2.964795945937874766e+00,3.007496804979461036e+00,2.358766766870085650e-03,2.968142083914749652e+00,3.014242335717369325e+00,2.986093729196019453e+00,3.008147202250350816e+00,3.002605304570334699e+00,3.000885569393516139e+00,3.004443034615054575e+00,3.046408776580040279e+00,1.177665077956075758e-02,2.950059182237625421e+00,3.000964893964451985e+00,3.040287565738302611e+00,3.685701242170061342e-01
3.030549318709116591e+00,2.991086357432815035e+00,2.978366331307368942e+00,1.693356066838344999e-03,3.004299326824631411e+00,2.966029764360800680e+00,2.325718629022869438e-03,3.080666185384091094e+00,3.012235379013745273e+00,2.995115732874340075e+00,3.004704706478452891e+00,2.975367475172077558e+00,3.030644611691340362e+00,3.018412228285094479e+00,3.034253945580303924e+00,8.528556977031660075e-03,3.022596402229655865e+00,2.971618110166433624e+00,2.967247218116727758e+00,7.534115578252282841e-01
3.003994054924234991e+00,2.962918481285074179e+00,3.034869658582066698e+00,1.812739231011013114e-03,3.001445189437779604e+00,3.054694656819248344e+00,2.458484701121030520e-03,2.951123729474918633e+00,2.929399229420995177e+00,2.987654093654340315e+00,2.983671666618618268e+00,2.969423787620021127e+00,2.983117395593024135e+00,2.952968098395722940e+00,3.015761451230577261e+00,1.348114389417316358e-02,2.994034337812284452e+00,3.045673510426531561e+00,2.963551549939502650e+00,3.974862813162282071e-01
3.045101241458922026e+00,3.044537224814540366e+00,2.967841104771264504e+00,1.356098613669216597e-03,2.960010432375754785e+00,3.043917595916421082e+00,2.292749767436655633e-03,2.996251673352194000e+00,3.038931848811242897e+00,2.988237057470240821e+00,3.008948111925020985e+00,3.027951036807810858e+00,2.999290203483667927e+00,2.980842074844288980e+00,2.981541725550951760e+00,7.952883973169911844e-03,2.996213873837286545e+00,3.004073125947324563e+00,3.010551241540513789e+00,5.017242040133864656e-01
